distancia,NTiendaPivote,NTienda,productividad,Cluster,Nombre Cadena,MacroZona,Bodega,no_herramientas,no_tramos anaquel,contactos de negociacion,exhibiciones adicionales,puertas,Tiempo no KOF,compEntregaNCB,compEntregaCSD,Frecuencia Xdock,Frecuencia Rojo,IC
0.190180272,100500093,100200062,3088.056892,Valle de México Oriente,BODEGA AURRERA,VDM,2,5,4,2,6,10,6,4588.014313,31833.27435,4.5,4.5,1.424727344
0.119397514,100500093,100400064,2913.53122,Valle de México Oriente,BODEGA AURRERA,VDM,1,6.5,5,3.5,7,10,1,11253.02818,26611.00195,5,9,1.193537473
0,100500093,100500093,3325.801802,Valle de México Oriente,BODEGA AURRERA,VDM,1,3,6,2,4,12,2,5893.539813,32602.53654,9,9,1.446956192
0.103967026,100500093,100000018,3380.20398,Valle de México Poniente,BODEGA AURRERA,VDM,1,6,7,1.5,5,15,7,5220.276698,37018.44851,9,13.5,1.244856642
0.137908563,100500093,100200105,3555.389041,Valle de México Oriente,BODEGA AURRERA,VDM,1,4,4,2,2,8,6,5172.373595,24172.69152,13.5,13.5,0.946786659
0.161620796,100500093,102705559,2959.208327,Valle de México Oriente,BODEGA AURRERA,VDM,1,5,4,2,6,6,6,3339.802282,30734.91597,2.75,13.5,0.807744586
0.167878836,100500093,100400084,3225.325636,Valle de México Oriente,BODEGA AURRERA,VDM,1,4,6,2,6,11,5,2875.09632,20752.87108,1,4.5,0.530996366
0.189271644,100500093,102705606,4188.361827,Valle de México Poniente,BODEGA AURRERA,VDM,1.5,5.5,7,3.5,4,8,4,3773.128667,28130.65878,6.75,13.5,0.774212312
0.196702838,100500093,105110728,4217.888009,Valle de México Poniente,BODEGA AURRERA,VDM,1,5,8,4,8,10,7,3888.34553,19636.30475,4.5,9,0.690669181
0.132530615,100500093,100200001,5021.563437,Valle de México Oriente,BODEGA AURRERA,VDM,1,5,8,3,6,12,3,4250.032919,26358.57749,4.5,9,0.806873431
0.137856245,100500093,100200010,3550.159227,Valle de México Oriente,BODEGA AURRERA,VDM,1,6,6,2,4,8,1,2929.910333,23771.32629,9,9,0.460752633
0.157956749,100500093,100400063,4363.471517,Valle de México Oriente,BODEGA AURRERA,VDM,1,7,6,3,8,9,4,3424.147448,25188.27903,9,4.5,0.843446364
0.173720047,100500093,100400082,3952.40302,Valle de México Oriente,BODEGA AURRERA,VDM,1,5.5,6,4,4,9,2.5,2708.636833,10392.33841,4.5,13.5,0.538520525
0.180128649,100500093,100500017,5346.239086,Valle de México Oriente,BODEGA AURRERA,VDM,1,6,8,6,8,14,2,19668.18586,28681.3481,1,4.5,1.121706583
0.143839717,100500093,104000225,4824.492003,Valle de México Poniente,BODEGA AURRERA,VDM,1,5,6,1.5,7,11,5.5,3060.444833,29648.42627,5,9,0.706042266
0.1880036,100500093,104000235,4250.608617,Valle de México Poniente,BODEGA AURRERA,VDM,1,4.5,9,2.5,8,11,5,3365.883,23237.38741,11.25,11.25,0.520050529
0.166643515,100500093,110028731,4478.007201,Valle de México Poniente,BODEGA AURRERA,VDM,1,5,4,1.5,3,8,6.5,2812.81582,40545.11064,6.75,11.25,0.623558806
0.174331948,100500093,110068713,3846.301449,Valle de México Poniente,BODEGA AURRERA,VDM,1,7,4,2,4,10,0,2621.336473,30934.72519,4.5,9,0.334653386
0.180029318,100500093,120110696,3715.138209,Valle de México Oriente,BODEGA AURRERA,VDM,1,4,6,3.5,4,9,3,2648.351583,18171.31437,15.75,5,0.299710561
0.17309007,100500093,100000001,5087.502639,Valle de México Poniente,BODEGA AURRERA,VDM,1,5,8,2,6,16,1,2395.665633,25130.82396,6.75,9,0.342147982
0.190122306,100500093,104000018,4463.685908,Valle de México Poniente,BODEGA AURRERA,VDM,1,6,8,2,4,11,0,2255.602667,17537.70847,13.5,13.5,0.327049856
0,601702160,601702160,3076.435669,Bajío,BODEGA AURRERA,BCM,1,5,8,2,4,11,0,20788.92392,4975.958186,22.5,13.5,0.963909908
0.181239247,601702160,1601053110,3379.118048,Bajío,BODEGA AURRERA,BCM,1,3,10,2,8,13,1,13087.94325,7306.763859,1,1,1.24446316
0.119560704,601702160,510012994,3072.27552,Centro - Pacífico,BODEGA AURRERA,BCM,1,5,6,3,6,22.5,2,19705.61804,25409.2683,15.75,15.75,1.080032321
0.166272059,601702160,510141895,3783.081502,Centro - Pacífico,BODEGA AURRERA,BCM,1,3,5,2,6,10,3.5,20639.03475,25783.12456,9,9,0.564185105
0.185174122,601702160,600311247,2362.711918,Bajío,BODEGA AURRERA,BCM,1.5,6,7,2,3,10.5,0,20067.47047,18143.0119,9,13.5,0.226600012
0.144394577,601702160,600312223,3519.322601,Bajío,BODEGA AURRERA,BCM,1.5,3.5,7,2.5,3,8,0,13717.05311,32129.39076,13.5,13.5,0.920674634
0.148765966,601702160,602905011,3676.808486,Bajío,BODEGA AURRERA,BCM,1,5.5,5,4.5,4,6,3,23368.92007,27419.51197,18,9,1.342057208
0.179807961,601702160,1505000601,2461.592088,Monarca,BODEGA AURRERA,BCM,1,3,7,1.5,8,14,1,3021.90825,11452.52853,9,9,0.476873981
0.079557635,601702160,1601056293,2871.234746,Bajío,BODEGA AURRERA,BCM,1,3,8,4,4,11,1,17096.84061,3461.398024,22.5,13.5,0.560818489
0.184363842,601702160,1620015342,2609.010819,Bajío,BODEGA AURRERA,BCM,1,3,6,3,8,6,1,10713.59219,8473.038956,4.5,13.5,0.44336088
0.145623907,601702160,610009761,2681.351733,Bajío,BODEGA AURRERA,BCM,1,5,7,2,5,6,0.5,13492.338,22101.20053,15.75,9,0.229077887
0.126423717,601702160,500507938,4293.892449,Centro - Pacífico,BODEGA AURRERA,BCM,1,5,9,3.5,4,10,2,21163.81835,19918.56131,22.5,22.5,0.320585069
0.17427218,601702160,500507954,4866.570224,Centro - Pacífico,BODEGA AURRERA,BCM,1,7,8,3,8,9,4,10438.7745,10287.56927,15.75,15.75,0.316690238
0.170933872,601702160,501206385,4339.740372,Centro - Pacífico,BODEGA AURRERA,BCM,1,6,6,4,8,11,6.5,10073.57628,9747.661264,22.5,9,0.481352016
0.189079985,601702160,1620020011,4512.990058,Bajío,BODEGA AURRERA,BCM,1,4,4,3,8,9,3,13305.14653,24658.63313,13.5,1,0.721435282
0.161212489,601702160,602905007,5450.211604,Bajío,BODEGA AURRERA,BCM,1,6,10,3,8,12,8,23514.19965,32058.46731,13.5,13.5,0.83638366
0.167461619,601702160,610030751,3324.193561,Bajío,BODEGA AURRERA,BCM,1,5,4,2,8,9,0,12618.24507,22665.64369,22.5,9,0.1887006
0.159135669,601702160,610037748,4418.148915,Bajío,BODEGA AURRERA,BCM,1.5,4.5,8,2,6,8,5.5,16881.14169,17167.21754,15.75,9,0.800908149
0.197119847,601702160,610098833,4650.808474,Monarca,BODEGA AURRERA,BCM,1,5,7,2.5,6,8,4.5,2260.399403,37142.42255,13.5,13.5,0.227812903
0.199516565,601702160,1400058540,3202.428107,Monarca,BODEGA AURRERA,BCM,1.5,7,8,2,6,11,5,17125.37159,16680.91682,13.5,13.5,0.329936675
0.177879989,601702160,1505028042,2769.641147,Monarca,BODEGA AURRERA,BCM,1,7,6,3,4,8,1,10810.0317,17037.08476,9,9,0.254857135
0.075714044,601702160,1601056292,3787.784462,Bajío,BODEGA AURRERA,BCM,1,4,8,5,4,13,3,22460.46094,12609.38202,22.5,13.5,0.799653607
0.1407388,601702160,1922106963,4209.943293,Monarca,BODEGA AURRERA,BCM,1,4.5,10,2,8,9,4,3143.45466,31658.59155,13.5,13.5,0.995114251
0.186775416,601702160,205058104,4297.024413,Centro - Pacífico,BODEGA AURRERA,BCM,1,5,4,2.5,2,6,2.5,2648.267167,2658.088617,15.75,15.75,0.152529003
0.184501112,601702160,520042210,5494.002469,Centro - Pacífico,BODEGA AURRERA,BCM,1,2,7,1.5,4.5,7,2,10923.53822,15041.35949,22.5,9,-0.100132412
0.186925292,601702160,520067811,5333.097747,Centro - Pacífico,BODEGA AURRERA,BCM,1,7,6,2,8,8,4,24821.81525,10415.19552,22.5,22.5,0.160361455
0.194710135,601702160,604202643,5294.300755,Monarca,BODEGA AURRERA,BCM,1,6,10,3,6,6.5,1,1524.142376,18285.26814,13.5,13.5,0.095065078
0.19475621,601702160,1910027251,5062.855406,Centro - Pacífico,BODEGA AURRERA,BCM,1,3,8,4,8,8,0,8289.741,13284.46739,9,9,0.276828889
0,610098713,610098713,3639.625822,Bajío,BODEGA AURRERA,BCM,1,3,2,1.5,4,10,7.5,21718.68861,50675.06502,9,13.5,1.779780128
0.188482881,610098713,602905011,3676.808486,Bajío,BODEGA AURRERA,BCM,1,5.5,5,4.5,4,6,3,23368.92007,27419.51197,18,9,1.342057208
0.161621451,610098713,1601056135,3932.536853,Bajío,BODEGA AURRERA,BCM,1,4,6,3,6,3,7,39434.55542,21743.07273,4.5,13.5,1.500871743
0.181239247,1601053110,601702160,3076.435669,Bajío,BODEGA AURRERA,BCM,1,5,8,2,4,11,0,20788.92392,4975.958186,22.5,13.5,0.963909908
0,1601053110,1601053110,3379.118048,Bajío,BODEGA AURRERA,BCM,1,3,10,2,8,13,1,13087.94325,7306.763859,1,1,1.24446316
0.194533125,1601053110,510012994,3072.27552,Centro - Pacífico,BODEGA AURRERA,BCM,1,5,6,3,6,22.5,2,19705.61804,25409.2683,15.75,15.75,1.080032321
0.191691741,1601053110,510141895,3783.081502,Centro - Pacífico,BODEGA AURRERA,BCM,1,3,5,2,6,10,3.5,20639.03475,25783.12456,9,9,0.564185105
0.15010038,1601053110,1505000601,2461.592088,Monarca,BODEGA AURRERA,BCM,1,3,7,1.5,8,14,1,3021.90825,11452.52853,9,9,0.476873981
0.162063673,1601053110,1620015342,2609.010819,Bajío,BODEGA AURRERA,BCM,1,3,6,3,8,6,1,10713.59219,8473.038956,4.5,13.5,0.44336088
0.165337265,1601053110,1620020011,4512.990058,Bajío,BODEGA AURRERA,BCM,1,4,4,3,8,9,3,13305.14653,24658.63313,13.5,1,0.721435282
0.150931433,1601053110,1922106963,4209.943293,Monarca,BODEGA AURRERA,BCM,1,4.5,10,2,8,9,4,3143.45466,31658.59155,13.5,13.5,0.995114251
0.195129156,1601053110,620020802,3553.397158,Bajío,BODEGA AURRERA,BCM,1,3,10,1,8,8,0,8889.497671,13584.14351,9,9,-0.088958831
0.182456046,1601053110,1910027251,5062.855406,Centro - Pacífico,BODEGA AURRERA,BCM,1,3,8,4,8,8,0,8289.741,13284.46739,9,9,0.276828889
0.192296728,510012994,1601003046,3469.117181,Bajío,BODEGA AURRERA,BCM,1,6.5,8,6,8,13,5,28789.66605,44309.60657,22.5,13.5,1.577516314
0.119560704,510012994,601702160,3076.435669,Bajío,BODEGA AURRERA,BCM,1,5,8,2,4,11,0,20788.92392,4975.958186,22.5,13.5,0.963909908
0.194533125,510012994,1601053110,3379.118048,Bajío,BODEGA AURRERA,BCM,1,3,10,2,8,13,1,13087.94325,7306.763859,1,1,1.24446316
0,510012994,510012994,3072.27552,Centro - Pacífico,BODEGA AURRERA,BCM,1,5,6,3,6,22.5,2,19705.61804,25409.2683,15.75,15.75,1.080032321
0.140372604,510012994,510141895,3783.081502,Centro - Pacífico,BODEGA AURRERA,BCM,1,3,5,2,6,10,3.5,20639.03475,25783.12456,9,9,0.564185105
0.168866217,510012994,600312223,3519.322601,Bajío,BODEGA AURRERA,BCM,1.5,3.5,7,2.5,3,8,0,13717.05311,32129.39076,13.5,13.5,0.920674634
0.124046609,510012994,602905011,3676.808486,Bajío,BODEGA AURRERA,BCM,1,5.5,5,4.5,4,6,3,23368.92007,27419.51197,18,9,1.342057208
0.190329313,510012994,1505000601,2461.592088,Monarca,BODEGA AURRERA,BCM,1,3,7,1.5,8,14,1,3021.90825,11452.52853,9,9,0.476873981
0.1673484,510012994,1601056135,3932.536853,Bajío,BODEGA AURRERA,BCM,1,4,6,3,6,3,7,39434.55542,21743.07273,4.5,13.5,1.500871743
0.169704571,510012994,1601056293,2871.234746,Bajío,BODEGA AURRERA,BCM,1,3,8,4,4,11,1,17096.84061,3461.398024,22.5,13.5,0.560818489
0.182678774,510012994,1620015342,2609.010819,Bajío,BODEGA AURRERA,BCM,1,3,6,3,8,6,1,10713.59219,8473.038956,4.5,13.5,0.44336088
0.165637329,510012994,610009761,2681.351733,Bajío,BODEGA AURRERA,BCM,1,5,7,2,5,6,0.5,13492.338,22101.20053,15.75,9,0.229077887
0.169518337,510012994,500507938,4293.892449,Centro - Pacífico,BODEGA AURRERA,BCM,1,5,9,3.5,4,10,2,21163.81835,19918.56131,22.5,22.5,0.320585069
0.189404324,510012994,500507944,4741.397849,Centro - Pacífico,BODEGA AURRERA,BCM,1,5.5,6,3,7,28,10,13872.61419,14399.98323,1,9,0.430747243
0.17355983,510012994,500507954,4866.570224,Centro - Pacífico,BODEGA AURRERA,BCM,1,7,8,3,8,9,4,10438.7745,10287.56927,15.75,15.75,0.316690238
0.188141897,510012994,501206385,4339.740372,Centro - Pacífico,BODEGA AURRERA,BCM,1,6,6,4,8,11,6.5,10073.57628,9747.661264,22.5,9,0.481352016
0.14562045,510012994,1620020011,4512.990058,Bajío,BODEGA AURRERA,BCM,1,4,4,3,8,9,3,13305.14653,24658.63313,13.5,1,0.721435282
0.14032276,510012994,602905007,5450.211604,Bajío,BODEGA AURRERA,BCM,1,6,10,3,8,12,8,23514.19965,32058.46731,13.5,13.5,0.83638366
0.175073311,510012994,605803846,5361.502485,Monarca,BODEGA AURRERA,BCM,1,4,3,1,8,14,1.5,3557.796,28839.9661,11.25,13.5,0.429182845
0.1959766,510012994,610030751,3324.193561,Bajío,BODEGA AURRERA,BCM,1,5,4,2,8,9,0,12618.24507,22665.64369,22.5,9,0.1887006
0.172049433,510012994,610037748,4418.148915,Bajío,BODEGA AURRERA,BCM,1.5,4.5,8,2,6,8,5.5,16881.14169,17167.21754,15.75,9,0.800908149
0.17302005,510012994,610098833,4650.808474,Monarca,BODEGA AURRERA,BCM,1,5,7,2.5,6,8,4.5,2260.399403,37142.42255,13.5,13.5,0.227812903
0.198340401,510012994,1300123029,3000.355693,Monarca,BODEGA AURRERA,BCM,1,5,6,3,8,11,1,2116.71125,9710.00034,9,13.5,0.01283107
0.187953994,510012994,1505028042,2769.641147,Monarca,BODEGA AURRERA,BCM,1,7,6,3,4,8,1,10810.0317,17037.08476,9,9,0.254857135
0.136215255,510012994,1601056292,3787.784462,Bajío,BODEGA AURRERA,BCM,1,4,8,5,4,13,3,22460.46094,12609.38202,22.5,13.5,0.799653607
0.168613255,510012994,1601069002,3395.187497,Bajío,BODEGA AURRERA,BCM,1,7,5,6,8,8,4.5,17264.76992,25072.22252,15.75,13.5,0.425588974
0.131676093,510012994,1922106963,4209.943293,Monarca,BODEGA AURRERA,BCM,1,4.5,10,2,8,9,4,3143.45466,31658.59155,13.5,13.5,0.995114251
0.183751687,510012994,1400229842,3936.302782,Monarca,BODEGA AURRERA,BCM,1,5,6,3.5,8,10,5.5,1929.761083,21264.60803,11.25,13.5,0.193396259
0.198762372,510012994,604202643,5294.300755,Monarca,BODEGA AURRERA,BCM,1,6,10,3,6,6.5,1,1524.142376,18285.26814,13.5,13.5,0.095065078
0.149000436,100000018,100200003,3083.23341,Valle de México Oriente,BODEGA AURRERA,VDM,1.5,5.5,6,1.5,7,15.5,9,4730.184737,37823.67579,6.75,6.75,1.693040868
0.128681466,100000018,100400064,2913.53122,Valle de México Oriente,BODEGA AURRERA,VDM,1,6.5,5,3.5,7,10,1,11253.02818,26611.00195,5,9,1.193537473
0.103967026,100000018,100500093,3325.801802,Valle de México Oriente,BODEGA AURRERA,VDM,1,3,6,2,4,12,2,5893.539813,32602.53654,9,9,1.446956192
0,100000018,100000018,3380.20398,Valle de México Poniente,BODEGA AURRERA,VDM,1,6,7,1.5,5,15,7,5220.276698,37018.44851,9,13.5,1.244856642
0.183609068,100000018,100200006,2276.528639,Valle de México Oriente,BODEGA AURRERA,VDM,1,7,6,2,4,6,10,3397.72925,21277.51133,1,9,0.379089029
0.12741214,100000018,100200105,3555.389041,Valle de México Oriente,BODEGA AURRERA,VDM,1,4,4,2,2,8,6,5172.373595,24172.69152,13.5,13.5,0.946786659
0.122552954,100000018,102705559,2959.208327,Valle de México Oriente,BODEGA AURRERA,VDM,1,5,4,2,6,6,6,3339.802282,30734.91597,2.75,13.5,0.807744586
0.174026936,100000018,100400084,3225.325636,Valle de México Oriente,BODEGA AURRERA,VDM,1,4,6,2,6,11,5,2875.09632,20752.87108,1,4.5,0.530996366
0.164846644,100000018,102705606,4188.361827,Valle de México Poniente,BODEGA AURRERA,VDM,1.5,5.5,7,3.5,4,8,4,3773.128667,28130.65878,6.75,13.5,0.774212312
0.156065226,100000018,105110728,4217.888009,Valle de México Poniente,BODEGA AURRERA,VDM,1,5,8,4,8,10,7,3888.34553,19636.30475,4.5,9,0.690669181
0.189135179,100000018,100000155,3514.267218,Valle de México Poniente,BODEGA AURRERA,VDM,1,7,8,3,8,9,4,2337.046453,23926.58871,9,9,0.289478202
0.192044362,100000018,100000156,2694.983608,Valle de México Poniente,BODEGA AURRERA,VDM,1,6,7,3.5,5,15,4.5,1981.510417,15252.84418,6.75,9,-0.065597518
0.131892994,100000018,100200001,5021.563437,Valle de México Oriente,BODEGA AURRERA,VDM,1,5,8,3,6,12,3,4250.032919,26358.57749,4.5,9,0.806873431
0.159718618,100000018,100200010,3550.159227,Valle de México Oriente,BODEGA AURRERA,VDM,1,6,6,2,4,8,1,2929.910333,23771.32629,9,9,0.460752633
0.182314605,100000018,100400020,4708.880889,Valle de México Oriente,BODEGA AURRERA,VDM,1,6,8,2,6,12,9,3017.562016,4480.139833,1,1,0.525682136
0.145533413,100000018,100400063,4363.471517,Valle de México Oriente,BODEGA AURRERA,VDM,1,7,6,3,8,9,4,3424.147448,25188.27903,9,4.5,0.843446364
0.185030535,100000018,100400074,3609.721112,Valle de México Oriente,BODEGA AURRERA,VDM,1,7,6,2,8,9,10,2761.501993,12482.23264,9,9,0.359104003
